region,timePeriod,S
7,79,6602.655762311713
7,80,6604.130986625315
7,81,6605.530272581368
7,82,6606.855076486089
7,83,6608.109837891947
7,84,6609.298663553346
7,85,6610.423606198285
7,86,6611.490460403162
7,87,6612.502398068359
7,88,6613.435230692973
7,89,6614.3488029649325
7,90,6615.21552031573
7,91,6616.0379021308545
7,92,6616.820757802424
7,93,6617.566398487214
7,94,6618.285703571027
7,95,6618.969681913311
7,96,6619.620406761469
7,97,6620.239734915984
7,98,6620.829346534861
7,99,6621.390776281018
7,100,6621.814664650605
7,101,6622.334946626678
7,102,6622.828496355253
7,103,6623.299331610584
7,104,6623.74799502652
7,105,6624.175157218919
7,106,6624.581572647211
7,107,6624.96804648111
7,108,6625.335409927051
7,109,6625.684502040128
7,110,6626.016156492501
7,111,6626.331192115902
7,112,6626.6440438555055
7,113,6626.951132853763
7,114,6627.249975442934
7,115,6627.5389120169675
7,116,6627.81689894589
7,117,6628.0833493042755
7,118,6628.338011338436
7,119,6628.580876060111
7,120,6628.812107277213
7,121,6629.031988871971
7,122,6629.253518370926
7,123,6629.473081487306
7,124,6629.688134571575
7,125,6629.896939145615
7,126,6630.098358449822
7,127,6630.291701951658
7,128,6630.4766068874205
7,129,6630.573734453888
7,130,6630.74947881084
7,131,6630.9158743089565
7,132,6631.08578192421
7,133,6631.255634430829
7,134,6631.422908474431
7,135,6631.585864718715
7,136,6631.743348970906
7,137,6631.894640420133
7,138,6632.039336212787
7,139,6632.177263999839
7,140,6632.308415970865
7,141,6632.432899353652
7,142,6632.563300984495
7,143,6632.695900932562
7,144,6632.828032032159
7,145,6632.957820257592
7,146,6633.083985765693
7,147,6633.205690845444
7,148,6633.322424075382
7,149,6633.433912378876
7,150,6633.537449306855
7,151,6633.636407900381
7,152,6633.729238632903
7,153,6633.816435670511
7,154,6633.898439180772
7,155,6633.963012816744
8,1,132330.12147777
8,2,120144.33240413589
8,3,110674.89269662143
8,4,103252.12386049097
8,5,97474.45058710799
8,6,92988.4533783645
8,7,89516.27488750301
8,8,86839.43807903759
8,9,84786.14250001789
8,10,83221.28752965765
8,11,82040.06468532929
8,12,81156.30138154572
8,13,80504.74829207743
8,14,80034.08139006712
8,15,79703.9440297912
8,16,79482.61789035151
8,17,79345.16777127312
8,18,79272.06690697219
8,19,79247.9791213588
8,20,79260.88469903584
8,21,79301.50723476804
8,22,79361.59720771266
8,23,79438.81094403716
8,24,79527.66902806495
8,25,79624.04309906499
8,26,79724.8336475194
8,27,79827.72502645182
8,28,79931.47886106165
8,29,80033.83621206877
8,30,80134.64360305712
8,31,80232.90277849478
8,32,80327.57463794315
8,33,80421.47367333116
8,34,80513.41975034145
8,35,80602.6514039969
8,36,80689.5762767134
8,37,80772.73623839013
8,38,80852.10365391611
8,39,80927.72508851475
8,40,80999.69425311919
8,41,81063.82650812944
8,42,81128.5859483785
8,43,81192.58898306858
8,44,81254.95180146504
8,45,81315.135660434
8,46,81372.83768121908
8,47,81427.91412504321
8,48,81480.32678361003
8,49,81530.1057678779
8,50,81577.32388740822
8,51,81617.92966381484
8,52,81660.14279485738
8,53,81702.5677194527
8,54,81744.30259042002
8,55,81784.78596653219
8,56,81823.68879229209
8,57,81860.83865643566
8,58,81896.16698915312
8,59,81929.67250540497
8,60,81961.38162129743
8,61,81987.21401266029
8,62,82015.38810664376
8,63,82044.47001926896
8,64,82073.52250723245
8,65,82101.95112089584
8,66,82129.39580279705
8,67,82156.32554181186
8,68,82181.25240420492
8,69,82204.86782597833
8,70,82227.17675890109
8,71,82244.05412295891
8,72,82263.55657516241
8,73,82284.3311819901
8,74,82305.47768736279
8,75,82326.41155375184
8,76,82346.81947521864
8,77,82366.41375423482
8,78,82385.11232305579
